1.249907,An annotation method and application for video contents based on a semantic graph,1
1.1755826,Personalized video adaptation based on video content analysis,1
0.86428607,Semantic Web for Content Based Video Retrieval,1
0.8424285,Graph aggregation based image modeling and indexing for video annotation,1
0.63475007,Towards effective video annotation: An approach to automatically link notes with video content,1
0.58418,Knowledge-Supported Segmentation and Semantic Contents Extraction from MPEG Videos for Highlight-Based Annotation, Indexing and Retrieval,1
0.57476294,Content redundancy in YouTube and its application to video tagging,1
0.5591612,Video-Based sign language content annotation by incorporation of MPEG-7 standard,1
0.5561364,Extracting Motion Annotations from MPEG-2 Compressed Video for HDTV Content Management Applications,1
0.4718162,Browsing personal digital photograph collections with spatial and temporal based ontology and MPEG-7 dozen dimensional digital content architecture,1
0.46076992,Online multi-label active annotation: towards large-scale content-based video search,1
0.45200434,Multimedia ontology learning for automatic annotation and video browsing,1
0.4243814,A video retrieval system for electrical safety education based on a mobile agent,1
0.36543894,A survey of semantic image and video annotation tools,1
0.35758695,Automatic annotation of multimedia content by user clickthroughs: enhancing the performance of multimedia search engines,1
0.34856275,Concept based interactive retrieval for social environment,0
0.34532568,Optimizing multi-graph learning: towards a unified video annotation scheme,1
0.29787382,Visual video retrieval system using MPEG-7 descriptors,1
0.2924794,A web-based system for collaborative annotation of large image and video collections: an evaluation and user study,1
0.2706177,Video Annotation for Content-based Retrieval using Human Behavior Analysis and Domain Knowledge,1
0.2684329,Learning ontology for personalized video retrieval,1
0.2445461,State-of-the-art on spatio-temporal information-based video retrieval,1
0.24340676,Shiatsu: semantic-based hierarchical automatic tagging of videos by segmentation using cuts,1
0.24055752,CLOVIS: towards precision-oriented text-based video retrieval through the unification of automatically-extracted concepts and relations of the visual and audio/speech contents,1
0.22309265,Film Video Modeling,1
0.22266938,A scalable and extensible segment-event-object-based sports video retrieval system,1
0.20176299,Image retrieval based on a multipurpose watermarking scheme,0
0.18508339,Beyond search: Event-driven summarization for web videos,1
0.17550026,A usability study of a mobile content sharing system,1
0.17112118,Enhancing search in a geospatial multimedia annotation system,0
0.14593242,Hidden Markov models for automatic annotation and content-based retrieval of images and video,1
0.13451551,MonuAnno: automatic annotation of georeferenced landmarks images,0
0.12939438,Investigating the usability of a mobile location-based annotation system,1
0.114588715,GAT: a Graphical Annotation Tool for semantic regions,1
0.11000404,VFerret: content-based similarity search tool for continuous archived video,0
0.109785534,Automatic Classification of Tennis Video for High-level Content-based Retrieval,1
0.07597735,Active learning in multimedia annotation and retrieval: A survey,1
0.05897972,How do you feel about "dancing queen"?: deriving mood And theme annotations from user tags,1
0.04968871,A hybrid ontology and visual-based retrieval model for cultural heritage multimedia collections,1
0.041609745,Relevance feedback strategies for artistic image collections tagging,0
0.020737994,Experiences of semantic tagging with Tilkut,1
0.020479897,Model-based analysis of flow-mediated dilation and intima-media thickness,0
0.019261947,Surfing on artistic documents with visually assisted tagging,0
0.018738363,Timesheets.js: when SMIL meets HTML5 and CSS3,0
0.0068115247,Towards the semantic and context-aware management of mobile multimedia,1
0.005592018,Vlogging: A survey of videoblogging technology on the web,0
0.00508673,Smart meeting systems: A survey of state-of-the-art and open issues,0
0.004980169,Text mining and probabilistic language modeling for online review spam detection,0
0.0048930156,Experiential meeting system,0
0.004795815,Automatic tag expansion using visual similarity for photo sharing websites,1
0.004401889,Visualization in Medicine: Theory, Algorithms, and Applications,0
0.0035215113,Building a Usable and Accessible Semantic Web Interaction Platform,0
0.002967259,Automatic creation of photo books from stories in social media,1
