0.6915577,Shiatsu: semantic-based hierarchical automatic tagging of videos by segmentation using cuts,1
0.4970716,Content redundancy in YouTube and its application to video tagging,1
0.45069975,Automatic tag expansion using visual similarity for photo sharing websites,1
0.30498335,Automatic Classification of Tennis Video for High-level Content-based Retrieval,1
0.28325388,Towards effective video annotation: An approach to automatically link notes with video content,1
0.24572217,Automatic creation of photo books from stories in social media,1
0.21043234,Multimedia ontology learning for automatic annotation and video browsing,1
0.19307113,Surfing on artistic documents with visually assisted tagging,0
0.1763697,Experiences of semantic tagging with Tilkut,1
0.17413852,Hidden Markov models for automatic annotation and content-based retrieval of images and video,1
0.12666705,Beyond search: Event-driven summarization for web videos,1
0.11962442,Experiential meeting system,0
0.11031939,A scalable and extensible segment-event-object-based sports video retrieval system,1
0.10528774,Semantic Web for Content Based Video Retrieval,1
0.09881209,How do you feel about "dancing queen"?: deriving mood And theme annotations from user tags,1
0.09545621,A survey of semantic image and video annotation tools,1
0.094870776,MonuAnno: automatic annotation of georeferenced landmarks images,0
0.091308795,A video retrieval system for electrical safety education based on a mobile agent,1
0.084039584,Online multi-label active annotation: towards large-scale content-based video search,1
0.08102053,Knowledge-Supported Segmentation and Semantic Contents Extraction from MPEG Videos for Highlight-Based Annotation, Indexing and Retrieval,1
0.07557331,Extracting Motion Annotations from MPEG-2 Compressed Video for HDTV Content Management Applications,1
0.07448108,Video Annotation for Content-based Retrieval using Human Behavior Analysis and Domain Knowledge,1
0.06852817,Personalized video adaptation based on video content analysis,1
0.06596493,Automatic annotation of multimedia content by user clickthroughs: enhancing the performance of multimedia search engines,1
0.06360393,CLOVIS: towards precision-oriented text-based video retrieval through the unification of automatically-extracted concepts and relations of the visual and audio/speech contents,1
0.05976359,Visual video retrieval system using MPEG-7 descriptors,1
0.05874218,Graph aggregation based image modeling and indexing for video annotation,1
0.058618084,Film Video Modeling,1
0.058101155,Learning ontology for personalized video retrieval,1
0.05326478,State-of-the-art on spatio-temporal information-based video retrieval,1
0.05056707,Relevance feedback strategies for artistic image collections tagging,0
0.04952366,An annotation method and application for video contents based on a semantic graph,1
0.046104662,VFerret: content-based similarity search tool for continuous archived video,0
0.043802742,Optimizing multi-graph learning: towards a unified video annotation scheme,1
0.037804496,A web-based system for collaborative annotation of large image and video collections: an evaluation and user study,1
0.019662816,Model-based analysis of flow-mediated dilation and intima-media thickness,0
0.016890533,Browsing personal digital photograph collections with spatial and temporal based ontology and MPEG-7 dozen dimensional digital content architecture,1
0.010381049,A usability study of a mobile content sharing system,1
0.008898041,Enhancing search in a geospatial multimedia annotation system,0
0.00847308,Frankenrigs: building character rigs from multiple sources,0
0.0057072574,GAT: a Graphical Annotation Tool for semantic regions,1
0.004891935,Towards the semantic and context-aware management of mobile multimedia,1
0.00469877,Vlogging: A survey of videoblogging technology on the web,0
0.0040766126,Concept based interactive retrieval for social environment,0
0.0039870385,Video-Based sign language content annotation by incorporation of MPEG-7 standard,1
