0.54686,Shiatsu: semantic-based hierarchical automatic tagging of videos by segmentation using cuts,1
0.25424293,Automatic Classification of Tennis Video for High-level Content-based Retrieval,1
0.24541253,Content redundancy in YouTube and its application to video tagging,1
0.21683551,Surfing on artistic documents with visually assisted tagging,0
0.20074031,Multimedia ontology learning for automatic annotation and video browsing,1
0.18957429,Experiences of semantic tagging with Tilkut,1
0.16949439,Hidden Markov models for automatic annotation and content-based retrieval of images and video,1
0.1566927,Automatic tag expansion using visual similarity for photo sharing websites,1
0.15041856,Experiential meeting system,0
0.096351184,A survey of semantic image and video annotation tools,1
0.09541369,MonuAnno: automatic annotation of georeferenced landmarks images,0
0.09000929,A video retrieval system for electrical safety education based on a mobile agent,1
0.08617194,Semantic Web for Content Based Video Retrieval,1
0.07631498,A scalable and extensible segment-event-object-based sports video retrieval system,1
0.06966166,Online multi-label active annotation: towards large-scale content-based video search,1
0.066590905,Personalized video adaptation based on video content analysis,1
0.06543949,Video Annotation for Content-based Retrieval using Human Behavior Analysis and Domain Knowledge,1
0.059125803,Towards effective video annotation: An approach to automatically link notes with video content,1
0.05861462,CLOVIS: towards precision-oriented text-based video retrieval through the unification of automatically-extracted concepts and relations of the visual and audio/speech contents,1
0.05747641,Film Video Modeling,1
0.05588559,Relevance feedback strategies for artistic image collections tagging,0
0.053704854,Learning ontology for personalized video retrieval,1
0.052371167,Graph aggregation based image modeling and indexing for video annotation,1
0.04887086,Visual video retrieval system using MPEG-7 descriptors,1
0.04733703,An annotation method and application for video contents based on a semantic graph,1
0.044308838,VFerret: content-based similarity search tool for continuous archived video,0
0.042270042,Optimizing multi-graph learning: towards a unified video annotation scheme,1
0.041689955,State-of-the-art on spatio-temporal information-based video retrieval,1
0.03583798,Automatic creation of photo books from stories in social media,1
0.03422379,Extracting Motion Annotations from MPEG-2 Compressed Video for HDTV Content Management Applications,1
0.03401783,A web-based system for collaborative annotation of large image and video collections: an evaluation and user study,1
0.028670385,Automatic annotation of multimedia content by user clickthroughs: enhancing the performance of multimedia search engines,1
0.021403257,Knowledge-Supported Segmentation and Semantic Contents Extraction from MPEG Videos for Highlight-Based Annotation, Indexing and Retrieval,1
0.019596528,Model-based analysis of flow-mediated dilation and intima-media thickness,0
0.012543294,A usability study of a mobile content sharing system,1
0.010136512,How do you feel about "dancing queen"?: deriving mood And theme annotations from user tags,1
0.0056415214,Browsing personal digital photograph collections with spatial and temporal based ontology and MPEG-7 dozen dimensional digital content architecture,1
0.004701268,Concept based interactive retrieval for social environment,0
0.0041616797,Beyond search: Event-driven summarization for web videos,1
0.002942752,Active learning in multimedia annotation and retrieval: A survey,1
