1.0942787,Online multi-label active annotation: towards large-scale content-based video search,1
0.99558616,Video Annotation for Content-based Retrieval using Human Behavior Analysis and Domain Knowledge,1
0.98133767,Personalized video adaptation based on video content analysis,1
0.8804753,Video-Based sign language content annotation by incorporation of MPEG-7 standard,1
0.8586469,Hidden Markov models for automatic annotation and content-based retrieval of images and video,1
0.8203281,Towards effective video annotation: An approach to automatically link notes with video content,1
0.73648113,VFerret: content-based similarity search tool for continuous archived video,0
0.7133326,Graph aggregation based image modeling and indexing for video annotation,1
0.63584054,Semantic Web for Content Based Video Retrieval,1
0.5829232,An annotation method and application for video contents based on a semantic graph,1
0.5756846,Automatic Classification of Tennis Video for High-level Content-based Retrieval,1
0.5241141,Optimizing multi-graph learning: towards a unified video annotation scheme,1
0.50996304,A web-based system for collaborative annotation of large image and video collections: an evaluation and user study,1
0.47381502,Content redundancy in YouTube and its application to video tagging,1
0.4415261,Extracting Motion Annotations from MPEG-2 Compressed Video for HDTV Content Management Applications,1
0.42573842,A survey of semantic image and video annotation tools,1
0.4199105,A video retrieval system for electrical safety education based on a mobile agent,1
0.4045388,A scalable and extensible segment-event-object-based sports video retrieval system,1
0.39024058,State-of-the-art on spatio-temporal information-based video retrieval,1
0.38437665,Investigating the usability of a mobile location-based annotation system,1
0.38364184,Knowledge-Supported Segmentation and Semantic Contents Extraction from MPEG Videos for Highlight-Based Annotation, Indexing and Retrieval,1
0.3825667,Multimedia ontology learning for automatic annotation and video browsing,1
0.36996856,Automatic annotation of multimedia content by user clickthroughs: enhancing the performance of multimedia search engines,1
0.33527562,Browsing personal digital photograph collections with spatial and temporal based ontology and MPEG-7 dozen dimensional digital content architecture,1
0.29780644,CLOVIS: towards precision-oriented text-based video retrieval through the unification of automatically-extracted concepts and relations of the visual and audio/speech contents,1
0.2807753,Active learning in multimedia annotation and retrieval: A survey,1
0.26307717,Learning ontology for personalized video retrieval,1
0.25968102,Film Video Modeling,1
0.24563923,Shiatsu: semantic-based hierarchical automatic tagging of videos by segmentation using cuts,1
0.20961554,Visual video retrieval system using MPEG-7 descriptors,1
0.19419459,Concept based interactive retrieval for social environment,0
0.1880275,Enhancing search in a geospatial multimedia annotation system,0
0.15692928,MonuAnno: automatic annotation of georeferenced landmarks images,0
0.15598173,A usability study of a mobile content sharing system,1
0.14902648,A hybrid ontology and visual-based retrieval model for cultural heritage multimedia collections,1
0.13907288,GAT: a Graphical Annotation Tool for semantic regions,1
0.104093045,Image retrieval based on a multipurpose watermarking scheme,0
0.09619041,Model-based analysis of flow-mediated dilation and intima-media thickness,0
0.09603064,Content-based mood classification for photos and music: a generic multi-modal classification framework and evaluation approach,0
0.040571805,Relevance feedback strategies for artistic image collections tagging,0
0.037831206,Beyond search: Event-driven summarization for web videos,1
0.026477953,How do you feel about "dancing queen"?: deriving mood And theme annotations from user tags,1
0.019146781,Towards the semantic and context-aware management of mobile multimedia,1
0.017611822,Surfing on artistic documents with visually assisted tagging,0
0.016038448,Experiences of semantic tagging with Tilkut,1
0.013212465,Automatic tag expansion using visual similarity for photo sharing websites,1
0.00600417,Vlogging: A survey of videoblogging technology on the web,0
0.005253649,Experiential meeting system,0
0.004563166,Smart meeting systems: A survey of state-of-the-art and open issues,0
0.0034560577,Timesheets.js: when SMIL meets HTML5 and CSS3,0
0.0032584025,Text mining and probabilistic language modeling for online review spam detection,0
0.002880048,Visualization in Medicine: Theory, Algorithms, and Applications,0
0.0026618466,Automatic creation of photo books from stories in social media,1
0.0023040385,Assisted animated production creation and programme generation,0
