0.56732583,Automatic annotation of multimedia content by user clickthroughs: enhancing the performance of multimedia search engines,1
0.55678505,Enhancing search in a geospatial multimedia annotation system,0
0.44746554,Active learning in multimedia annotation and retrieval: A survey,1
0.3423427,A hybrid ontology and visual-based retrieval model for cultural heritage multimedia collections,1
0.32299593,Multimedia ontology learning for automatic annotation and video browsing,1
0.26681954,Graph aggregation based image modeling and indexing for video annotation,1
0.25646582,Hidden Markov models for automatic annotation and content-based retrieval of images and video,1
0.2511401,Investigating the usability of a mobile location-based annotation system,1
0.24835257,Towards the semantic and context-aware management of mobile multimedia,1
0.22529218,An annotation method and application for video contents based on a semantic graph,1
0.212182,A web-based system for collaborative annotation of large image and video collections: an evaluation and user study,1
0.20577614,Concept based interactive retrieval for social environment,0
0.19050948,Image retrieval based on a multipurpose watermarking scheme,0
0.16753894,Online multi-label active annotation: towards large-scale content-based video search,1
0.16679263,Video-Based sign language content annotation by incorporation of MPEG-7 standard,1
0.15349898,Video Annotation for Content-based Retrieval using Human Behavior Analysis and Domain Knowledge,1
0.14048846,Knowledge-Supported Segmentation and Semantic Contents Extraction from MPEG Videos for Highlight-Based Annotation, Indexing and Retrieval,1
0.11229062,Semantic Web for Content Based Video Retrieval,1
0.106838144,Learning ontology for personalized video retrieval,1
0.10393721,Browsing personal digital photograph collections with spatial and temporal based ontology and MPEG-7 dozen dimensional digital content architecture,1
0.103011884,Shiatsu: semantic-based hierarchical automatic tagging of videos by segmentation using cuts,1
0.10215375,Personalized video adaptation based on video content analysis,1
0.09828677,State-of-the-art on spatio-temporal information-based video retrieval,1
0.095390126,A video retrieval system for electrical safety education based on a mobile agent,1
0.09501937,A survey of semantic image and video annotation tools,1
0.09396533,Optimizing multi-graph learning: towards a unified video annotation scheme,1
0.0921458,GAT: a Graphical Annotation Tool for semantic regions,1
0.08448461,CLOVIS: towards precision-oriented text-based video retrieval through the unification of automatically-extracted concepts and relations of the visual and audio/speech contents,1
0.08015465,Relevance feedback strategies for artistic image collections tagging,0
0.077728614,Surfing on artistic documents with visually assisted tagging,0
0.076108724,Towards effective video annotation: An approach to automatically link notes with video content,1
0.065286726,MonuAnno: automatic annotation of georeferenced landmarks images,0
0.058527943,A scalable and extensible segment-event-object-based sports video retrieval system,1
0.045050718,VFerret: content-based similarity search tool for continuous archived video,0
0.03532327,Automatic Classification of Tennis Video for High-level Content-based Retrieval,1
0.019931236,How do you feel about "dancing queen"?: deriving mood And theme annotations from user tags,1
0.019779623,Timesheets.js: when SMIL meets HTML5 and CSS3,0
0.014356467,Model-based analysis of flow-mediated dilation and intima-media thickness,0
0.013923364,Content redundancy in YouTube and its application to video tagging,1
0.012561909,Content-based mood classification for photos and music: a generic multi-modal classification framework and evaluation approach,0
0.011129508,A usability study of a mobile content sharing system,1
0.00807061,Extracting Motion Annotations from MPEG-2 Compressed Video for HDTV Content Management Applications,1
0.0043902495,Film Video Modeling,1
0.002925212,Vlogging: A survey of videoblogging technology on the web,0
0.0025595606,Experiential meeting system,0
0.002289887,Experiences of semantic tagging with Tilkut,1
0.002158926,Text mining and probabilistic language modeling for online review spam detection,0
0.0019082392,Visualization in Medicine: Theory, Algorithms, and Applications,0
